	Placename@tr	Placename@ott	Placename_2@tr	Placename_3@tr	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Wikidata_url	Admin_unit_1	Admin_unit_1_year	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Admin_unit_2	Admin_unit_2_year	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_year	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_year	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_year	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_year	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_year	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_year	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_year	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_year	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_year	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_year	Belongs_to_14	wikidata_json	lat	lon
6076	VİSİKA	ويسوقه							Kaza	1866				Bosna	Bosna vilâyeti																																																																
6077	VİŞTERAN	وشتران							Nahiye	1874			Florine	Manastır	Manastır vilâyeti																																																																
6078	VİYANA	ويانه	Beç					https://www.wikidata.org/wiki/Q1741	Başşehir		Fransa’da da iki adet Viyana vardır.				Avusturya																																																														https://www.wikidata.org/wiki/Special:EntityData/Q1741.json	48.171039	16.182619
6079	VİZE	ويزه							Sancak	17. yy.					Rumeli eyâleti	Sancak	17. yy.					Özü eyâleti	Sancak	1812					Silistre eyâleti	Kaza	1846			Kırkkilise	Edirne eyâleti	Kaza	1865			Kırkkilise	Edirne vilâyeti	Kaza	1924			Kırklareli																																	
6080	VODİNA	وودينه	Adesse						Kaza	1867				Selânik	Selânik vilâyeti																																																																
6081	VOLGARO	وولغارو						https://www.wikidata.org/wiki/Q557754	Sancak merkezi	1902				Taşoz	Selânik	Sancak merkezi	1913				Taşoz	Yunanistan																																																							https://www.wikidata.org/wiki/Special:EntityData/Q557754.json	40.77861111	24.70361111
6082	VOLİSO	ووليسو							Nahiye	1867			Merkez	Sakız	Cezayir-i Bahr-i Sefid vilâyeti	Nahiye	1913			Merkez	Sakız	Yunanistan																																																									
6083	VOLONDOS	ولوندوس							Nahiye	1889			Merkez	Serfiçe	Manastır vilâyeti																																																																
6084	Vona	وونه	PERŞEMBE	Kozağzı					Kaza	1847				Ordu	Trabzon eyâleti	Nahiye	1868			Ordu	Trabzon	Trabzon vilâyeti	Nahiye	1924				Merkez	Ordu	Kaza	1945				Ordu																																												
6085	VOŞTİNE	ووشتنه							Kaza merkezi				Pogon	Ergiri	Yanya vilâyeti																																																																
6086	VOYNUK	ووينوق					Bulgarca Voynik: Asker. Istabl-ı Âmire ve diğer ahırlarda hizmet yapan bir sınıf asker. En yüksek âmirleri sancak beyi idi. 1878’de bu sınıf kaldırılmıştır.		Sancak	1520					Rumeli eyâleti																																																																
6087	VRAÇE	وراچه	Vratsa						Kaza	1864				Vidin	Tuna vilâyeti	Sancak	1878					Bulgaristan eyâleti	Kaza	1908				Vidin	Bulgaristan																																																		
6088	VRANYA	ورانيه	Vranjea					https://www.wikidata.org/wiki/Q2456798	Sancak merkezi	19. yy.				Prizren	Üsküp eyâleti																																																														https://www.wikidata.org/wiki/Special:EntityData/Q2456798.json	41.45	23.4
6089	VULÇİTRİN	ولچترين	Vuçitrn						Sancak	1455					Rumeli eyâleti	Sancak	1545					Budin eyâleti	Sancak	1588					Tımışvar eyâleti																																																		
6090	VUSTAN	وسطان							Sancak	16., 17. yy.					Van eyâleti	Kaza merkezi	1860			Gevaş	Van	Van eyâleti	Kaza merkezi	1924				Gevaş	Van																																																		
6091	YABANÂBÂD	يبان آباد	Demirciören	Pazar	Kızılcahamam				Kaza	1841				Ankara	Ankara eyâleti	Kaza		Kaza merkezi 1880’e kadar Demirciören, 1880-1915: Pazar, 1915’ten sonra Kızılcahamam olup C. Sonra da Kazanın adı Kızılcahamam oldu.			Ankara	Ankara vilâyeti																																																									
6092	YABANHAMAMI	يبان حمامی							Kaza merkezi	1867			Haymana	Ankara	Ankara																																																																
6093	YAFA	يافه							Sancak	1520					Şam eyâleti	Kaza					Gazze	Sayda eyâleti	Kaza	1856				Kudüs	Sayda eyâleti	Kaza	1877				Kudüs sancağı																																												
6094	YAĞAN	ياغان							Nahiye		Beyşehir’in Tepearası ve Yenice köyleri civarı.		Merkez	Beyşehri	Karaman eyâleti																																																																
6095	YAĞBASAN	ياغبصان							Nahiye	1865			Divriği	Sivas	Sivas vilâyeti	Köy				Sincan	Divriği	Sivas																																																									
6096	YAĞCILAR	ياغجيلر							Nahiye	1943				Bigadiç	Balıkesir																																																																
6097	YAĞDA	ياغده							Nahiye	1870			Silifke	İçil	Adana vilâyeti	Köy				Güzeloluk	Erdemli	İçel																																																									
6098	YAĞLIDERE	ياغلی دره	Palaklı						Nahiye	~1530			Kürtün	Trabzon	Rum eyâleti	Köy				Espiye	Tirebolu	Giresun	Nahiye	1957				Espiye	Giresun	Kaza	~1990				Giresun																																												
6099	YAĞMURDERE	ياغمور دره سی	Keşişk.yü						Kaza	~1516				Bayburt	Rum eyâleti	Kaza	1840				Gümüşhane	Trabzon eyâleti	Nahiye	1868			Merkez	Gümüşhane	Trabzon vilâyeti	Nahiye	1924			Merkez	Gümüşhane																																												
6100	YAHFASERF	يخفاسرف							Kaza	1852				Kerbelâ	Bağdad maa Şehrizor eyâleti																																																																
6101	YAHŞİHAN	يخشی خان							Kasaba				Merkez	Kırıkkale	Ankara	Kaza	1989					Kırıkkale																																																									
6102	YAHUDİYE maa ZEYN	يهوديه مع زين							Kaza	1849				Basra	Bağdad maa Şehrizor eyâleti																																																																
6103	YAHYALI	يحيالی							Kaza	16. yy.				Niğde	Karaman eyâleti	Nahiye	1865			Merkez	Niğde	Konya vilâyeti	Nahiye	1924				Develi	Kayseri	Kaza	1954				Kayseri																																												
6104	YAHYALI	يحيالی							Nahiye	1865			Kırcaali	Edirne	Edirne vilâyeti	Nahiye	1913				Kırcaali	Bulgaristan																																																									
6105	YAKA	يقا							Nahiye merkezi	1924			Akkaya	Merkez	Kastamonu																																																																
6106	YAKACIK	يقاجق	Payas						Nahiye	1890				Dörtyol	Cebelibereket	Nahiye	1939				Dörtyol	Hatay																																																									
6107	YAKACIK, TAMZARA ve AKŞEHİRÂBÂD	يقاجق وَ تمزه ره وَ آقشهر آباد							Kaza		Tamzara ve Akşehirâbâd ayrı maddeler olarak alındı, Yakacık’ın şimdiki yeri belirlenemedi.			Karahisar-ı Şarkî	Trabzon eyâleti																																																																
6108	YAKAKENT	يقاکند	Gümenüz						Kasaba				Merkez	Alaçam	Samsun	Kaza	~1990					Samsun																																																									
6109	YAKAPINAR	يقاپيکار	Misis				İlk adı Mepsueste, ortaçağda Malmistra olup Araplarca Massisa denmiştir. Abbasiler zamanında 339’da fetholunup tamir g.rdüğünden bir adı da “Mamure”dir. Haçlılarca zabtedilmiş, Beni Liyon hükümetinin merkezi olmuştur. Sonra Selçuklu ve Zülkadriye’nin eline geçmiş, I. Selim zamanında Osmanlı ülkesine katılmıştır.		Nahiye	1869			Merkez	Adana	Adana vilâyeti	Nahiye	1924				Merkez	Adana	Nahiye	~1990				Yüreğir	Adana																																																		
6110	YAKOVA	ياقوه							Kaza	1877				İpek	Kosova vilâyeti																																																																
6111	YAKOVA maa ALTUNİLİ	ياقوه مع آلتون ايلی							Kaza	1846				Prizren	Üsküp eyâleti																																																																
6112	YALAK	يلاق							Nahiye		Altıntaş’ın Yolçatı ve Akça köyleri civarı.		Merkez	Kütahya	Anadolu eyâleti																																																																
6113	Yalakâbâd	يلاق آباد	YALOVA						Kaza	16. yy.				Kocaeli	Anadolu eyâleti	Kaza	1841				Kocaeli	Hudavendigâr eyâleti	Nahiye	1926				Karamürsel	Kocaeli	Kaza					İstanbul	Vilâyet	1995				Yalova																																						
6114	YALAKDERE	يلاق دره							Nahiye	1865				Karamürsel	Kocaeli																																																																
6115	Yalakköy	يلاق	YEŞİLKENT						Nahiye	1865			Aziziye	Sivas	Sivas vilâyeti	Kasaba				Merkez	Sarız	Kayseri																																																									
6116	Yalancı	يلانجی	AKBULAK						Nahiye	1889			Palu	Erganimadeni	Diyarbakır vilâyeti	Köy				Başyurt	Karakoçan	Elâzığ																																																									
6117	YALANKOZ	يلان قوز	Çamsarı						Nahiye					Kırıkhan	Hatay																																																																
6118	YALIHÜYÜK	يالی هيوک							Kasaba	1879			Ahırlı	Bozkır	Konya	Kaza	~1990					Konya																																																									
6119	YALİK	يالک							Nahiye	1879			Revandiz	Kerkük	Musul vilâyeti																																																																
6120	YALINCA	يالنجه	Norduz	Dimköy					Kaza	1855				Van	Van eyâleti	Nahiye	1865			Şatak	Van	Van vilâyeti	Nahiye	1936				Gürpınar	Van																																																		
6121	YALNIZÇAM	يالگزچام	Sindizkom						Nahiye	1926				Ardahan	Kars	Nahiye	1992				Merkez	Ardahan																																																									
6122	YALOMİÇE	يالوميچه							Kaza	1878			Büyük Eflâk	Eflâk eyâleti	Romanya																																																																
6123	YALOVA	يالوه	Yalakâbâd						Kaza	16. yy.				Kocaeli	Anadolu eyâleti	Kaza	1841				Kocaeli	Hudavendigâr eyâleti	Nahiye	1926				Karamürsel	Kocaeli	Kaza					İstanbul	Vilâyet	~1995				Yalova																																						
6124	YALVAÇ	يلواچ							Kaza	~1530				Hamid	Anadolu eyâleti	Kaza	1846				Hamid	Karaman eyâleti	Kaza	1867				Hamid	Konya vilâyeti	Kaza	1924				Isparta																																												
6125	YAMAÇ	يماچ	Müsyan						Nahiye					Merkez	Bingöl																																																																
6126	YANARSU	يانارصو	Garzan	Zok					Nahiye		Eski Garzan kazası 1938’de nahiye, adı da Yanarsu oldu.			Kurtalan	Siirt																																																																
6127	YANBOLU	يانبولی	Yan-Bol						Kaza	1812				İslimiye	Silistre eyâleti	Vilâyet	1908					Bulgaristan																																																									
6128	YANIK	يانق	Györ, Raab						Sancak	1594					Budin eyâleti	Eyâlet	1597					Yanık eyâleti																																																									
6129	YANOVA	يانوه	Ineu						Sancak	1552					Tımışvar eyâleti	Sancak	1688					Romanya																																																									
6130	YANYA	يانيه	Iannina						Sancak	1430					Rumeli eyâleti	Eyâlet	1846					Yanya eyâleti	Vilâyet	1867					Yanya vilâyeti	Vilâyet	1913				Yunanistan																																												
6131	YAPRAKLI	ياپراقلی	Tuht						Nahiye				Merkez	Kengırı	Kastamonu vilâyeti	Nahiye	1924				Merkez	Çankırı	Kaza	1958					Çankırı																																																		
6132	YARANGÜME	يارانکومه							Kaza merkezi					Tavas	Denizli																																																																
6133	YARBASAN	يارباصان							Nahiye	1944				Demirci	Manisa																																																																
6134	YARDIMCI	يارديمجی	Sumatar	Cabirülensar					Nahiye					Merkez	Şanlıurfa																																																																
6135	YARHİSAR	يارحصار	İlyasbey						Kaza	~1530				Hudavendigâr	Anadolu eyâleti	Kaza	1841				Hudavendigâr	Hudavendigâr eyâleti	Nahiye	1883			Bilecik	Ertuğrul	Hudavendigâr vilâyeti	Nahiye	1924			Merkez	Bilecik																																												
6136	YARIMCA	يارمجه							Nahiye					Nizip	Gaziantep	Köy				Merkez	Yavuzeli	Gaziantep																																																									
6137	YARMA	يارمه							Nahiye					Merkez	Konya	Nahiye	~1990				Karatay	Konya																																																									
6138	YARPUZ	يارپوز	Cebel				Arabissas harabeleri üzerinde kuruldu.	https://www.wikidata.org/wiki/Q8049492	Köy			Karayiğit	İslâhiye	Maraş	Halep eyâleti	Kaza	1848				Maraş	Adana eyâleti	Sancak merkezi	1880				Cebelibereket	Adana vilâyeti	Nahiye	1890			Osmaniye	Cebelibereket	Nahiye	1933			Osmaniye	Adana	Nahiye	1996		Merkez	Osmaniye																															https://www.wikidata.org/wiki/Special:EntityData/Q8049492.json	37.05	36.4333
6139	Yarpuz	يارپوز	Efsus	AFŞİN					Nahiye	1522			Elbistan	Maraş	Zülkadriye eyâleti	Kaza	1944					Kahramanmaraş																																																									
6140	YARPUZLU	يارپوزلی	Birimşe						Nahiye merkezi				Sincik	Kâhta	Adıyaman																																																																
6141	Yarsuvat	يارصوات	Hamidiye	CEYHAN					Nahiye	1890				Adana	Adana vilâyeti	Kaza	1893				Cebelibereket	Adana vilâyeti	Kaza	1924					Cebelibereket	Kaza	~1933				Adana																																												
6142	YAŞ	ياش						ياش	Voyvodalık merkezi						Boğdan	Eyâlet						Romanya																																																							ياش		
6143	Yasdura	يصدوره	YEŞİLÇİT						Nahiye	1867			Hamidiye	Karahisar-ı Şarkî	Sivas vilâyeti	Köy				Merkez	Mesudiye	Ordu																																																									
6144	YASSI	يصی							Nahiye	1865			Merkez	Gümülcine	Edirne vilâyeti																																																																
6145	YASSIÖREN	يصی اورن							Nahiye	1865			İskeçe	Gümülcine	Edirne vilâyeti																																																																
6146	YATAĞAN	يتاغان							Kaza	1944					Muğla																																																																
6147	Yavadı	ياوادی	YEŞİLCE						Nahiye	1865			Hamidiye	Karahisar-ı Şarkî	Sivas vilâyeti	Nahiye	1933				Mesudiye	Ordu																																																									
6148	YAVAŞ	يواش							Nahiye		Köylerinin dokuzu halen Ezinepazarı bucağında.		Merkez	Amasya	Rum eyâleti																																																																
6149	Yavebolu	ياوه بولی	Yobol=ÇEŞMEÖNÜ						Köy		1928 tarihli köyler kitabında “Yavabolu” k.yü olarak Vakfıkebir ilçesine bağlı. Şimdi “Yobol=Çeşme.nü” k.yü olarak Beşikdüzü’ne bağlı ve Eynesil yakınında.		Merkez	Beşikdüzü	Trabzon																																																																
6150	YAVEBOLU maa GÖRELE	ياوه بولی مع کوره له							Kaza	~1860				Trabzon	Trabzon eyâleti																																																																
6151	YAVI	ياوی							Nahiye	1865			Tercan	Erzurum	Erzurum vilâyeti	Nahiye	1924				Tercan	Erzurum	Köy				Merkez	Çat	Erzurum																																																		
6152	YAVŞAN	ياوشان							Nahiye	1867			Hamidiye	Karahisar-ı Şarkî	Sivas vilâyeti	Köy				Merkez	Mesudiye	Ordu																																																									
6153	Yavu	ياوی	Kilmigad	BELCİK			İlk iki dönemdeki adı “Kilmigad”dır.		Nahiye	~1530			Tokat	Sivas-Tokat	Rum eyâleti	Kaza	17. yy.				Sivas	Sivas eyâleti	Nahiye	1865			Yıldızeli	Sivas	Sivas vilâyeti	Nahiye	1924			Yıldızeli	Sivas																																												
6154	YAVUZELİ	ياووز ايلی	Cinkife						Kaza	1958					Gaziantep																																																																
6155	YAVUZKEMAL	ياووزکمال	Kulakkaya	Şıhlar					Nahiye	1865			Merkez	Karahisar-ı Şarkî	Sivas vilâyeti	Nahiye	~1868			Giresun	Trabzon	Trabzon vilâyeti	Nahiye	1924				Merkez	Giresun	Nahiye		Eski “Kırık” kazası bölgesinde.		Dereli	Giresun																																												
6156	Yayaköy	ياياکوی	PALAMUT						Nahiye	~1530			Merkez	Saruhan	Anadolu eyâleti	Nahiye	1867			Merkez	Manisa	Aydın vilâyeti	Nahiye	1924				Akhisar	Manisa																																																		
6157	YAYÇE	يايچه	Jayçe						Kaza	~1870				Travnik	Bosna vilâyeti																																																																
6158	YAYÇE maa TEŞNE	يايچه مع تشنه							Kaza	1866				Banaluka	Bosna vilâyeti																																																																
6159	YAYGIN	يايغين	Ziyaret	Miğdi					Köy				Ziyaret	Muş	Bitlis vilâyeti	Nahiye	1924				Merkez	Muş																																																									
6160	YAYKIL	يايقيل							Köy				Merkez	Gerze	Sinop																																																																
6161	YAYKIL maa GERZE	يايقيل مع کرزه							Kaza	1841				Sinop	Kastamonu eyâleti																																																																
6162	YAYLÂ	يايلا							Nahiye	1836				Genç	Bingöl																																																																
6163	YAYLÂDAĞI	يايلا طاغی	Cebel-i Akra	Ordu					Kaza	1939	Atlasta Ordu, Yaylâdağı’nın diğer adıdır. Yine 1730 m. İrtifaında J. Akra buradadır.)				Hatay																																																																
6164	YAYLÂDERE	يايلا دره	Cönek	Holhol					Nahiye	1936				Kiğı	Bingöl	Kaza	~1990					Bingöl																																																									
6165	YAYLÂK	يايلاق	Baziki						Nahiye	17. yy.			Merkez	Ruha	Diyarbakır eyâleti	Kaza	1926					Urfa	Nahiye	1930				Bozova	Şanlıurfa																																																		
6166	YAYLÂKENT	يايلا کند	Gülebağdı						Nahiye merkezi				Başköy	Çayırlı	Erzincan																																																																
6167	Yaylâsun	يايلاسون	YAZYURDU						Nahiye	17. yy.			Merkez	Beyşehri	Karaman eyâleti	Köy				Merkez	Beyşehir	Konya																																																									
6168	YAZIHAN	يازی خان							Nahiye					Merkez	Malatya	Kaza	~1990					Malatya																																																									
6169	YAZYURDU	ياز يوردی	Celikanlıyurt						Nahiye					Gürün	Sivas																																																																
6170	YEBRUD	يبرود					Yere batan pek soğuk bir suyu ile meşhurdur.		Kaza	16. yy.				Şam	Şam eyâleti	Kasaba					Şam	Suriye vilâyeti																																																									
6171	Yedidivan	يدی ديوان	PERŞEMBE						Kaza	~1530				Bolu	Anadolu eyâleti	Kaza	1811				Viranşehir	Kastamonu eyâleti	Nahiye	1944				Çaycuma	Zonguldak																																																		
6172	YEDİSU	يدی صو	Çerme	Çerme-i Endiris					Nahiye	1929				Kiğı	Erzincan	Nahiye	1936				Kiğı	Bingöl	Kaza	~1990					Bingöl																																																		
6173	YEDİTEPE	يدی تپه	Bezge						Nahiye					Yaylâdağı	Hatay																																																																
6174	YEKATERİNODAR	يقا ترينودار	Jekaterinodor					https://www.wikidata.org/wiki/Q3646	Eyâlet merkezi					Kuban	Kafkasya																																																														https://www.wikidata.org/wiki/Special:EntityData/Q3646.json	45.033333333333	38.983333333333
6175	YELİSAVETOPOL	يليساوتوپول	Yelizavetpol	Vilisavtopol	Gence			https://www.wikidata.org/wiki/Q131290	Şehir						Azerbaycan																																																														https://www.wikidata.org/wiki/Special:EntityData/Q131290.json	40.682777777778	46.360555555556
6176	YELKENLİ	يلکنلی	Sorp						Nahiye merkezi				Reşadiye	Gevaş	Van	Nahiye merkezi	1936			Reşadiye	Tatvan	Bitlis																																																									
6177	YELLİCE	يلليجه							Nahiye	1865				Kangal	Sivas vilâyeti	Köy				Çetinkaya	Kangal	Sivas																																																									
6178	YEMANİYETÜSSÜFLÂ	يمانية السفلی							Nahiye	1871			Merkez	Sana	Yemen																																																																
6179	YEMEN	يمن					Hicaz’ın sağında olduğundan bu ülkeye “Yemen” denmiştir. Nitekim solda kalan ülkeye de “Şam” denmiştir. Fethi Kanunî devrinde olmuş, 1539’da ilk alınan yer Zübeyd ve Taizz yöreleri olmuş, I. Dünya Savaşı sonunda İngilizler tarafından alınarak sözde bağımsız mahallî yönetim kurulmuş.		Eyâlet	1545					Yemen eyâleti	Eyâlet	1567					Zeydi yönetimi	Eyâlet	1569					Yemen eyâleti	Vilâyet	1871				Yemen vilâyeti	Vilâyet	1918				Yemen imamlığı																																						
6180	YEMİŞENBÜKÜ	يميشن بوکی							Kaza merkezi	1944				Taşova	Amasya																																																																
6181	YEMİŞENLİ	يميشنلی							Kaza	1812				Ruscuk	Silistre eyâleti																																																																
6182	YENBU‘	ينبع	Yenbu’ul-bahr						Sancak	1860					Habeş eyâleti	Kaza	1867				Medine	Habeş eyâleti	Kaza	~1902				Medine	Hicaz vilâyeti	Kaza	1909				Medine sancağı																																												
6183	Yengi	ينگی	YENİKÖY						Nahiye	~1530			Merkez	Saruhan	Anadolu eyâleti	Köy				Merkez	Turgutlu	Manisa																																																									
6184	YENİBAŞAK	يکی باشاق	Arduşin					https://www.wikidata.org/wiki/Q6528766	Sancak merkezi	1878				Genç	Bitlis vilâyeti	Kaza	1878				Genç	Bitlis vilâyeti	Nahiye merkezi	1884			Valir	Muş	Bitlis vilâyeti	Nahiye	1936			Solhan	Bingöl																																										https://www.wikidata.org/wiki/Special:EntityData/Q6528766.json		
6185	YENİÇAĞA	يکی چاغا	Reşadiye						Köy				Merkez	Gerede	Bolu	Nahiye					Gerede	Bolu	Kaza	~1990					Bolu																																																		
6186	Yenice	يکيجه	YENİCEKÖY						Nahiye	1867			İnegöl	Ertuğrul	Hudavendigâr vilâyeti	Kasaba				Merkez	İnegöl	Bursa																																																									
6187	YENİCE	يکيجه	Çeltik						Kaza	~1530				Bolu	Anadolu eyâleti	Kaza	1865				Bolu	Kastamonu vilâyeti	Nahiye	1953				Karabük	Zonguldak	Kaza	1995				Karabük																																												
6188	YENİCE	يکيجه							Kaza merkezi	1867			Adranos	Bursa	Hudavendigâr vilâyeti	Kaza merkezi	1924				Orhaneli	Bursa																																																									
