Placename@tr	Duplicate?	ottgaz_id	Placename@ota	Placename_2@tr	Placename_2@ota	Placename_3@tr	Placename_3@ota	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Admin_unit_1	Admin_unit_1_start	Admin_unit_1_start_period	Admin_unit_1_stop	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Belongs_to_1-1_id	Admin_unit_2	Admin_unit_2_start	Admin_unit_2_start_period	Admin_unit_2_stop	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_start	Admin_unit_3_start_period	Admin_unit_3_stop	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_start	Admin_unit_4_start_period	Admin_unit_4_stop	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_start	Admin_unit_5_start_period	Admin_unit_5_stop	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_start	Admin_unit_6_start_period	Admin_unit_6_stop	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_start	Admin_unit_7_start_period	Admin_unit_7_stop	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_start	Admin_unit_8_start_period	Admin_unit_8_stop	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_start	Admin_unit_9_start_period	Admin_unit_9_stop	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_start	Admin_unit_10_start_period	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_start	Admin_unit_11_start_period	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_start	Belongs_to_14
LİVADİ		6747	ليوادی								http://www.geonames.org/ontology#A.ADMD			Nahiye	1889	http://n2t.net/ark:/99152/p0pf2qbx98x				Grebine	Serfiçe	Manastır vilâyeti	148																																																																															
LİVADİYE		234	ليواديه								http://www.geonames.org/ontology#A.ADMD			Eyâlet			1829					Zeytün (Livadiye) eyâleti		Sancak	1829	http://n2t.net/ark:/99152/p0pf2qbzg6v						Yunanistan																																																																						
LİVÂNE ve NISF-I LİVÂNE		1602	ليوانه وَ نصف ليوانه							Livâne: Artvin, Nısf-ı Livâne: Artvin ile Yusufeli arası. Sonraki aşamaları Livâne-i Ulyâ ve Livane-i Süfl. maddelerinde.	http://www.geonames.org/ontology#A.ADMD			Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1551				Trabzon	Rum eyâleti	155	Kaza	1551	http://n2t.net/ark:/99152/p0pf2qb689b	1578				Ardanuç	Erzurum eyâleti	Kaza	1578	http://n2t.net/ark:/99152/p0pf2qbb9h8	1585				Ardanuç	Çıldır eyâleti	Kaza	1585	http://n2t.net/ark:/99152/p0pf2qbb9h8	17. yy.			Gönye	Trabzon eyâleti	Sancak	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq					Çıldır eyâleti																																													
LİVÂNE-İ SÜFLÂ		6748	ليوانهء سفلی	Vartan							http://www.geonames.org/ontology#A.ADMD			Kaza	1828	http://n2t.net/ark:/99152/p0pf2qbzg6v	1878				Batum	Trabzon eyâleti	171	Kaza	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1918					Rusya yönetimi																																																																						
LİVÂNE-İ ULYÂ		6749	ليوانهء عليا								http://www.geonames.org/ontology#A.ADMD			Kaza	1828	http://n2t.net/ark:/99152/p0pf2qbzg6v	1878				Çıldır	Erzurum eyâleti	125	Kaza	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1918					Rusya yönetimi																																																																						
Livin	y	11001	ليوين	GEÇİTLİ		Piyanis					http://www.geonames.org/ontology#P.PPLG			Nahiye	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	1926			Çölemerik	Hakkâri	Van vilâyeti	175	Nahiye	1926	Turkish Republic					Merkez	Hakkâri																																																																						
LİVNİ		11002	ليونی								http://www.geonames.org/ontology#P.PPLG			Kaza merkezi	19. yy.	http://n2t.net/ark:/99152/p0pf2qb8jmh				Ehlûne	Travnik	Bosna eyâleti	113																																																																															
LİYOBOŞKA		6750	ليوبوشقه								http://www.geonames.org/ontology#A.ADMD			Kaza	1866	http://n2t.net/ark:/99152/p0pf2qbtdts					Hersek	Bosna vilâyeti	113																																																																															
Liz		6751	ليز	ERENTEPE							http://www.geonames.org/ontology#A.ADMD			Nahiye	1884	http://n2t.net/ark:/99152/p0pf2qbx98x	1924			Bulanık	Muş	Bitlis vilâyeti	110	Nahiye	1924	Turkish Republic					Bulanık	Muş																																																																						
LİZ maa BULANIK		6752	ليز مع بولانق								http://www.geonames.org/ontology#A.ADMD			Kaza	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh					Muş	Erzurum eyâleti	125																																																																															
LOBİN		6753	لوبين	Lioubinie							http://www.geonames.org/ontology#A.ADMD			Kaza	1866	http://n2t.net/ark:/99152/p0pf2qbtdts					Hersek	Bosna vilâyeti	113																																																																															
Lodi	y	6754	لودی	BAĞGÖZE		Aynî					http://www.geonames.org/ontology#A.ADMD			Nahiye	1880	http://n2t.net/ark:/99152/p0pf2qbx98x	1924			Eruh	Siirt	Bitlis vilâyeti	110	Nahiye	1924	Turkish Republic					Eruh	Siirt																																																																						
LOFÇA		235	لوفچه	Loveç							http://www.geonames.org/ontology#A.ADMD			Sancak	1850	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865					Vidin eyâleti	178	Kaza	1864	http://n2t.net/ark:/99152/p0pf2qbtdts	1878				Tırnovi	Tuna vilâyeti	Sancak	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1885					Bulgaristan eyâleti	Vilâyet	1885	http://n2t.net/ark:/99152/p0pf2qbx98x					Bulgaristan																																																					
LOGOŞ		1315	لوغوش							1695’te Almanlarla burada yapılan savaşta Almanlar yenildi.	http://www.geonames.org/ontology#A.ADMD			Sancak	~1552	http://n2t.net/ark:/99152/p0pf2qb689b						Tımışvar eyâleti	169																																																																															
LOM		1316	لوم	Lom Palanka							http://www.geonames.org/ontology#A.ADMD		https://www.wikidata.org/wiki/Q237254	Sancak	1850	http://n2t.net/ark:/99152/p0pf2qb8jmh						Bulgaristan eyâleti	115	Sancak merkezi			1885				Lom	Bulgaristan eyâleti	Kaza	1885	http://n2t.net/ark:/99152/p0pf2qbx98x					Kutluviçe	Bulgaristan																																																													
LOM-BOLMİYE		6755	لوم مع بولميه								http://www.geonames.org/ontology#A.ADMD			Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh					Vidin	Vidin eyâleti	178																																																																															
LOMA		6756	لومه	Bicaj							http://www.geonames.org/ontology#A.ADMD			Kaza	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	1913				Prizren	Kosova vilâyeti	145	Kaza	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq					Prizren	Arnavutluk																																																																						
LOMAKALİS		6757	لومه قاليس								http://www.geonames.org/ontology#A.ADMD			Nahiye	1888	http://n2t.net/ark:/99152/p0pf2qbx98x				Loma	Prizren	Kosova vilâyeti	145																																																																															
Lori		1317	لوری	YOKUŞDİBİ							http://www.geonames.org/ontology#P.PPLG			Sancak	1585	http://n2t.net/ark:/99152/p0pf2qbb9h8	1590					Çıldır eyâleti	119	Köy							Merkez	Ardahan																																																																						
Lori-i Ulyâ		11003	لوریء عليا	Yukarı Lori		BEŞPINAR					http://www.geonames.org/ontology#P.PPLG			Nahiye	1888	http://n2t.net/ark:/99152/p0pf2qbx98x				Bayburt	Erzurum	Erzurum vilâyeti	125	Köy						Demirözü	Bayburt	Gümüşhane	Köy							Demirözü	Bayburt																																																													
LORİSTAN		236	لورستان	Hurremâbâd							http://www.geonames.org/ontology#A.ADMD			Eyâlet	1587	http://n2t.net/ark:/99152/p0pf2qbb9h8	1603					Loristan eyâleti		Eyâlet	1603	http://n2t.net/ark:/99152/p0pf2qbv3zv	1723					İran yönetimi	Eyâlet	1723	http://n2t.net/ark:/99152/p0pf2qbv754	1732					Osmanlı yönetimi	Eyâlet	1732	http://n2t.net/ark:/99152/p0pf2qbhtsm					İran yönetimi																																																					
LOROS		6758	لوروس	Louros							http://www.geonames.org/ontology#A.ADMD			Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts					Preveze	Yanya vilâyeti	180																																																																															
Loşdüğün		11004	لشديکن	ÇAYBAŞI							http://www.geonames.org/ontology#P.PPLG			Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts				Merzifon	Amasya	Sivas vilâyeti	166	Köy						Sarıbuğday	Merzifon	Amasya																																																																						
LOVE		1318	لوه	Leva						1664’te kaybedildi.	http://www.geonames.org/ontology#A.ADMD			Sancak	1663	http://n2t.net/ark:/99152/p0pf2qbk5vq						Uyvar eyâleti																																																																																
LÜBNAN		1319	لبنان	Cebelilübnan							http://www.geonames.org/ontology#A.ADMD			Sancak	1861	http://n2t.net/ark:/99152/p0pf2qbtdts						Müstakil sancak																																																																																
LÜLEBURGAZ		6759	لوله برغوس	Lülebergos		Çatalburgazı					http://www.geonames.org/ontology#A.ADMD			Kaza	1891	http://n2t.net/ark:/99152/p0pf2qbx98x	1924				Kırkkilise	Edirne vilâyeti	122	Kaza	1924	Turkish Republic						Kırklareli																																																																						
LUŞNA		6760	لوشنه	Fiyeri							http://www.geonames.org/ontology#A.ADMD			Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts					Berat	Yanya vilâyeti	180																																																																															
MA‘AN		1587	معان	Kerek							http://www.geonames.org/ontology#A.ADMD			Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1893				Şam	Arap vilâyeti	103	Sancak	1893	http://n2t.net/ark:/99152/p0pf2qbx98x						Suriye vilâyeti																																																																						
MA‘LEKA		11005	معلقه								http://www.geonames.org/ontology#P.PPLG			Kaza merkezi						Bikaul-aziz	Şam	Suriye vilâyeti	168																																																																															
MA‘REKE		6761	معرکه								http://www.geonames.org/ontology#A.ADMD			Nahiye	1888	http://n2t.net/ark:/99152/p0pf2qbx98x				Sur	Beyrut	Beyrut vilâyeti																																																																																
MA’RİB		1320	مَأرب							Seba bölgesinde ve seddiyle ünlü tarihi bir şehir.	http://www.geonames.org/ontology#A.ADMD			Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b						Yemen eyâleti	181																																																																															
Maadin		237	معادن	KEBAN							http://www.geonames.org/ontology#A.ADMD			Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	~1755					Harput eyâleti	130	Eyâlet	~1755	http://n2t.net/ark:/99152/p0pf2qbg7rp	1834					Keban eyâleti	Sancak	1834	http://n2t.net/ark:/99152/p0pf2qbzg6v		Keban eyâletinin asıl Ünvanı “Keban Madeni Nezareti”dir. Eyâlet merkezinin buraya nakline de sebep bu olmalıdır.				Harput eyâleti																																																													
MAADİN-İ ERBAA		6762	معادن اربعه								http://www.geonames.org/ontology#A.ADMD			Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh					Karahisar-ı Şarkî	Trabzon eyâleti	171																																																																															
Maarre		6763	معارة	MAARRETÜŞŞUÛR							http://www.geonames.org/ontology#A.ADMD			Nahiye	1902	http://n2t.net/ark:/99152/p0pf2qbx98x				Selimiye	Hama	Suriye vilâyeti	168																																																																															
MAARRETÜ MISREYN		6764	معارة مصرين								http://www.geonames.org/ontology#A.ADMD			Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts				İdlib	Halep	Halep vilâyeti	129																																																																															
MAARRETÜNNUMAN		1601	معارة النعمان	Maarre							http://www.geonames.org/ontology#A.ADMD			Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1520			Hama	Humus	Arap vilâyeti	103	Kaza	1520	http://n2t.net/ark:/99152/p0pf2qb689b	1830				Hama	Şam eyâleti	Sancak	1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	~1865					Halep eyâleti	Kaza	~1865	http://n2t.net/ark:/99152/p0pf2qbtdts					Halep vilâyeti																																																					
MAASİR maa KÜVEYT		6765	معاسر مع کويت								http://www.geonames.org/ontology#A.ADMD			Kaza	1849	http://n2t.net/ark:/99152/p0pf2qb8jmh					Basra	Bağdad maa Şehrizor eyâleti	107																																																																															
Maçahel		1321	ماچه خل	CAMİLİ							http://www.geonames.org/ontology#A.ADMD			Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1828					Çıldır eyâleti	119	Kaza	1828	http://n2t.net/ark:/99152/p0pf2qbzg6v	1878				Lazistan	Trabzon eyâleti	Kaza	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1918					Rusya yönetimi	Nahiye	1921	http://n2t.net/ark:/99152/p0pf2qbw2zt	1928			Merkez	Artvin	Nahiye	1928	Turkish Republic				Borçka	Artvin																																													
MACAR		11006	مجار								http://www.geonames.org/ontology#P.PPLG			Nahiye merkezi						Gebiz	Serik	Antalya																																																																																
MAÇİN		6766	ما چين	Matchin		Macin				Dobruca bölgesinde.	http://www.geonames.org/ontology#A.ADMD			Kaza	~1812	http://n2t.net/ark:/99152/p0pf2qbzg6v	1865					Silistre eyâleti	164	Kasaba	1865	http://n2t.net/ark:/99152/p0pf2qbtdts						Tuna vilâyeti																																																																						
MAÇKA		1588	ماچقه	Cevizlik							http://www.geonames.org/ontology#P.PPLG			Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	17. yy.			Merkez	Trabzon	Rum eyâleti	155	Sancak	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq						Trabzon eyâleti	Kaza			1868				Trabzon	Trabzon eyâleti	Kaza	1868	http://n2t.net/ark:/99152/p0pf2qbtdts	1924			Trabzon	Trabzon vilâyeti	Kaza	1924	Turkish Republic					Trabzon																																													
MAÇOVA		6767	ميچوه	Miçova							http://www.geonames.org/ontology#A.ADMD			Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh					Yanya	Yanya eyâleti	180																																																																															
MACUN		15183	معجون								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		Nahiye merkezi						Aksu	Merkez	Antalya																																																																																
MADEN		238	معدن	Erganimadeni							http://www.geonames.org/ontology#A.ADMD			Sancak	1889	http://n2t.net/ark:/99152/p0pf2qbx98x	1924				Erganimadeni	Diyarbakır eyâleti	121	Vilâyet	1924	Turkish Republic	1927					Erganimadeni	Kaza	1927	Turkish Republic						Elâzığ																																																													
Maden		11007	معدن	Hamidiye	حميديه	Bereketlimaden	برکتلی معدن	ÇAMARDI			http://www.geonames.org/ontology#P.PPLG			Kaza	18. yy.	http://n2t.net/ark:/99152/p0pf2qbhtsm	1865				Niğde	Karaman eyâleti	139	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924				Niğde	Konya vilâyeti	Nahiye	1924	Turkish Republic	1948				Merkez	Niğde	Kaza	1948	Turkish Republic					Niğde																																																					
MADEN		11008	معدن								http://www.geonames.org/ontology#P.PPLG			Nahiye merkezi			1927			Everek	Bayburt	Gümüşhane		Nahiye	1927	Turkish Republic	1989				Bayburt	Gümüşhane	Nahiye	1989	Turkish Republic					Merkez	Bayburt																																																													
Maden		6768	معدن	AKDAĞMADENİ							http://www.geonames.org/ontology#A.ADMD			Kaza	1872	http://n2t.net/ark:/99152/p0pf2qbtdts	1924				Yozgat	Ankara vilâyeti	102	Kaza	1924	Turkish Republic						Yozgat																																																																						
MADEN		6769	معدن								http://www.geonames.org/ontology#A.ADMD			Nahiye	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b				Tire	Aydın	Anadolu eyâleti	101																																																																															
MADEN-İ SİM		6770	معدن سيم	Gümüş							http://www.geonames.org/ontology#A.ADMD			Kaza				1883’te kaza merkezi şimdiki “Gümüş” bucağından Hacıköy’e nakledildi. Gümüşhacıköy adını aldı.			Amasya	Sivas vilâyeti	166																																																																															
MADENŞEHRİ		6771	معدن شهری								http://www.geonames.org/ontology#A.ADMD			Kaza	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq					Lârende	Karaman eyâleti	139	Köy							Kılbasan	Karaman																																																																						
MADÎK		6772	مضيق								http://www.geonames.org/ontology#A.ADMD			Nahiye				Bazı kaynaklarda diğer adının “Kal‘atü’l-Madîk” olduğu ve 1600’lerde Halep’e bağlı sancak olduğu belirtilmiş.			Halep	Halep eyâleti	129																																																																															
Madrak		11009	مادراک	GEÇİTKÖY							http://www.geonames.org/ontology#P.PPLG			Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1926			Merkez	Hınıs	Erzurum vilâyeti	125	Köy	1926	Turkish Republic				Merkez	Tekman	Erzurum																																																																						
MAĞADİR		8010	مغادر											Kasaba								Fas																																																																																
MAĞARA		20129	مغاره							Atina’nın 32 km. batısında ve ünlü matematikçi Oklid’in doğum yeridir.	http://www.geonames.org/ontology#A.ADMD	Not		Kaza						Atika	Biyotiye eyâleti	Yunanistan																																																																																
MAĞARA		15184	مغاره								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		Nahiye merkezi	1933	Turkish Republic				Kırobası	Silifke	İçel																																																																																
Mağara		6773	مغاره	TUFANBEYLİ		Höketçe					http://www.geonames.org/ontology#A.ADMD			Nahiye	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1869			Maraş	Maraş	Zülkadriye eyâleti	183	Nahiye	1869	http://n2t.net/ark:/99152/p0pf2qbtdts	1926			Haçin	Kozan	Adana vilâyeti	Nahiye	1926	Turkish Republic	1958				Saimbeyli	Adana	Kaza	1958	Turkish Republic					Adana																																																					
