Placename@tr	ottgaz_id	Placename@ott	Placename_2@tr	Placename_2@ott	Placename_3@tr	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Admin_unit_1	Admin_unit_1_year	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Belongs_to_1-1_id	Admin_unit_2	Admin_unit_2_year	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_year	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_year	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_year	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_year	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_year	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_year	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_year	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_year	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_year	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_year	Belongs_to_14
AKÇAN		آقچان	Mercimekkale		Sakavî				City			Nahiye				Merkez	Muş	Bitlis		Nahiye	1924				Merkez	Muş																																																						
AKÇAOVA		آقچه اووه	Akçaâbâd						Region			Nahiye	~1530			Ayasuluğ	Aydın	Anadolu eyâleti	101	Nahiye	1924				Çine	Aydın																																																						
AKÇAOVA		آقچه اووه	Akçaâbâd						Region			Nahiye					Kandıra	Kocaeli																																																														
AKÇAPINAR		آقچه پيگار	Vaskovan						Region			Nahiye	1777			Çemişgezek	Dersim	Mamûretülaziz		Nahiye	1926				Çemişgezek	Elâzığ	Nahiye	1935				Çemişgezek	Tunceli																																															
Akçaşehir	501	آقچه شهر	SÖKE	سوکه					City		https://www.wikidata.org/wiki/Q1012854	Sancak merkezi	17. yy.				Sığla	Kaptanpaşa eyâleti	137	Kaza	1841				Sığla	Aydın eyâleti	Kaza	1867	another version gives year as 1868, belonging to Aydın			Sığla	Aydın vilâyeti	Kaza	1924				Aydın																																									
Akçaşehir		آقچه شهر	AKÇAKOCA						Region			Kaza	1841				Bolu	Kastamonu eyâleti	141	Nahiye	1865			Düzce	Bolu	Kastamonu vilâyeti	Nahiye	1933				Düzce	Bolu	Kaza	1934				Bolu	Kaza	1999				Düzce																																			
AKÇAŞEHİR		آقچه شهر							City			Kasaba				Merkez	Karaman	Konya		Kasaba		Eyâlet döneminde Eskiil ve Hatinderbendi ile ü.ü bir kaza oluşturmuştur.			Merkez	Karaman																																																						
AKÇASIR		آقچه سير	Aygün						Region			Nahiye					Kulp	Diyarbakır																																																														
AKÇAY		آقچای										Köy				Merkez	Terme	Samsun																																																														
AKÇAY		آقچای	Kaşçiftliği						Region	Republic of Turkey		Nahiye	1958				Elmalı	Antalya																																																														
AKÇAY maa TERME		آقچای مع ترمه							Region			Kaza	1585				Canik	Trabzon eyâleti	171																																																													
Akdağ		آقطاغ	Çayırşeyhi		ÇAYIRALAN				Region			Nahiye	16. yy.			Bozok	Bozok	Zülkadriye eyâleti	183	Nahiye	1872			Boğazlıyan	Yozgat	Ankara vilâyeti	Nahiye	1924				Boğazlıyan	Yozgat	Kaza	1948				Yozgat																																									
AKDAĞ		آقطاغ	Zana=Çiğdemlik						City			Nahiye				Merkez	Amasya	Rum eyâleti	155	Nahiye	1924				Merkez	Amasya																																																						
AKDAĞMADENİ		آقطاغ معدنی							Region			Nahiye	1830				Bozok	Sivas eyâleti	166	Kaza	1860				Bozok	Bozok eyâleti	Kaza	1872				Yozgat	Ankara vilâyeti	Kaza	1924				Yozgat																																									
AKDEMİR Şavak		آقدمير	Abşeker						Region			Nahiye	1877			Pertek	Dersim	Mamûretülaziz vilâyeti	147	Nahiye	1924				Pertek	Elâzığ	Nahiye	1935				Pertek	Tunceli																																															
AKFAS		اقفاص										Kasaba						Mısır eyâleti	149																																																													
Akgevir		آقگوير	AKSU						City			Nahiye				Merkez	Diyarbakır	Diyarbakır		Köy				Merkez	Mazıdağı	Mardin																																																						
Akhisar		آقحصار	PAMUKOVA						Region			Kaza					Hudavendigâr	Anadolu eyâleti	101	Nahiye	1878			Geyve	İzmit	Şehremâneti	Nahiye	1954				Geyve	Sakarya	Kaza	~1990				Sakarya																																									
AKHİSAR		آقحصار							Region			Kaza					Saruhan	Anadolu eyâleti	101	Kaza	1841				Saruhan	Aydın eyâleti	Kaza	1924					Manisa																																															
AKHİSAR		آقحصار	Bogovina		İskovile=Vakıf				Region			Kaza	1866				Travnik	Bosna vilâyeti	113																																																													
AKINCI		آقنجی	Kasır						City	Republic of Turkey		Nahiye					Merkez	Mardin																																																														
AKINCILAR		آقنجيلر	Ezbider		Ezbider-i Bâlâ				Region	Republic of Turkey		Nahiye	1924			Suşehri	Karahisar-ı Şarkî	Sivas		Nahiye	1933				Suşehri	Sivas	Kaza	~1990					Sivas																																															
AKINCILAR		آقنجيلر	Tokaris						Region			Nahiye	1877			Kâhta	Malatya	Mamûretülaziz vilâyeti	147	Nahiye	1924				Kâhta	Malatya	Nahiye	1954				Kâhta	Adıyaman																																															
Akıncılar		آقنجيلر	SELÇUK						Region			Nahiye					Kuşadası	İzmir		Kaza	1957	Bir müddet “Akıncılar” adıyla anılan Selçuk, 1957’de yine “Selçuk” adıyla kaza oldu.)				İzmir																																																						
AKKA	1578	عکا							Region			Nahiye	1516-12-22T00:00:00Z				Safed	Arap vilâyeti	103	Sancak	1520					Şam eyâleti	Sancak	1660					Sayda eyâleti	Sancak	1865				Suriye vilâyeti	Sancak	1888				Beyrut vilâyeti																																			
AKKAR		آکار							Region			Nahiye	1517				Trablus	Arap vilâyeti	103	Kaza	1847				Trablusşam	Sayda eyâleti	Kaza	1865					Suriye vilâyeti	Kaza	1888				Beyrut vilâyeti																																									
AKKAYA		آق قيا	Yaka						City			Kaza	1841				Sinop	Kastamonu eyâleti	141	Nahiye	1865			Merkez	Kastamonu	Kastamonu vilâyeti	Nahiye	1924				Merkez	Kastamonu																																															
AKKİRMAN	1013	آق کيرمان	Belgorod-Dinestrouski						Region			Sancak						Rumeli eyâleti	156	Sancak	1593					Özü eyâleti	Sancak						Silistre eyâleti	Sancak	1812				Rusya																																									
AKKİSİ		آق کيسی							Region			Kaza		Şimdiki yeri belirlenemedi.			Siirt	Diyarbakır eyâleti	121																																																													
AKKIŞLA		آق قشله	Kuzugüdenli						Region			Nahiye	1865			Aziziye	Sivas	Sivas vilâyeti	166	Nahiye				Bünyan	Sivas	Sivas vilâyeti	Nahiye	1911				Bünyan	Kayseri	Kaza	~1990				Kayseri																																									
AKKÖPRÜ		آق کوپری							Region			Kaza	~1849				Ankara	Bozok eyâleti	114	Nahiye	1867			Mihalıççık	Ankara	Ankara vilâyeti	Köy				Beylikahır	Mihalıççık	Eskişehir																																															
AKKÖPRÜ		آق کوپری						Şimdiki yeri belirlenemedi.	Region			Nahiye				Gerede	Bolu	Kastamonu vilâyeti	141																																																													
Akköy		آق کوی	BULANCAK						City			Köy			Kebsil	Ordu	Canik	Rum eyâleti	155	Nahiye				Ordu	Ordu	Trabzon eyâleti	Nahiye	1868			Giresun	Trabzon	Trabzon vilâyeti	Nahiye	1924			Merkez	Giresun	Kaza	1934				Giresun																																			
AKKÖY		آق کوی								Republic of Turkey		Kasaba				Merkez	Merkez	Denizli		Kaza	~1990					Denizli																																																						
AKKÖY		آق کوی							Region			Nahiye		Bu nahiye bölgesinde Didim ilçesi kuruldu ve nahiyenin köyleri yeni ilçeye bağlandı.			Söke	Aydın																																																														
AKKUŞ		آق قوش	Karakuş		Yazlıkbelen				Region			Kaza					Ordu	Sivas eyâleti	166	Kaza					Ordu	Trabzon eyâleti	Nahiye	1892			Ünye	Canik	Trabzon vilâyeti	Nahiye	1920			Ünye	Ordu	Kaza	1954				Ordu																																			
AKMESCİT	535	آق مسجد	Simferopol	سيمفروپول					City		https://www.wikidata.org/wiki/Q19566	Eyâlet merkezi						Kırım eyâleti (hanlığı)		Şehir		Eyâlet Mrk.		Tavrida	Kırım	Ukrayna	Şehir		Yarımadanın merkezinde Kırım Tatar Hanlığı zamanında kurulmuş.				Rusya																																															
AKMEŞE		آق ميشه	Armişe						City			Nahiye	1878			Merkez	İzmit	Şehremâneti		Nahiye	1920				Merkez	Kocaeli																																																						
AKÖREN		آق ويران	Akviran						Region	Republic of Turkey		Nahiye	1926				Çumra	Konya		Kaza	~1990					Konya																																																						
AKÖREN		آق ويران	Akviran						City			Nahiye	1865			Merkez	Amasya	Sivas vilâyeti	166	Köy				Merkez	Suluova	Amasya																																																						
AKÖREN		آق ويران	Akviran						City			Nahiye				Aziziye	Sivas	Sivas vilâyeti	166	Köy				Kaynar	Pınarbaşı	Kayseri																																																						
AKÖREN		آق ويران	Akviran						City			Nahiye merkezi				Mollafeneri	Gebze	Kocaeli																																																														
AKOVA		آق اووه	Bjelopolje						Region			Kaza	1580				Yenipazar	Bosna eyâleti	113	Kaza	1877				Yenipazar	Kosova vilâyeti	Kaza	1913				Karadağ C.	Yugoslavya																																															
AKPALANKA		آق پلانقه	Arzerpalanka						City			Kasaba	1864			Merkez	Vidin	Tuna vilâyeti	172	Kasaba						Romanya																																																						
AKPAZAR		آق بازار	Çarsancak		Peri				Region			Kaza	1846					Diyarbakır eyâleti	121	Kaza	1855				Harput	Diyarbakır eyâleti	Kaza	1877				Dersim	Mamûretülaziz vilâyeti	Nahiye	1926			Mazgirt	Elâzığ	Nahiye	1935	Sancak iken merkezi “Pertek” idi. Şimdiki merkezine kaza olunca taşındı.)		Mazgirt	Tunceli																																			
AKPINAR		آق پيگار	Hanakpınar						City	Republic of Turkey		Nahiye					Merkez	Diyarbakır		Kaza	1937					Diyarbakır																																																						
AKPINAR		آق پيگار							Region	Republic of Turkey		Nahiye					Kaman	Kırşehir		Kaza	~1990					Kırşehir																																																						
AKPINAR		آق پيگار	Bel-izvar						Region			Nahiye	1865			Eğridere	Gümülcine	Edirne vilâyeti	122	Nahiye	1919			Eğridere	Gümülcine	Yunanistan																																																						
AKPINAR		آق پيگار	Kuşkayası						Region			Nahiye					Kangal	Sivas																																																														
AKPINAR		آق پيگار							City	Republic of Turkey		Nahiye					Merkez	Adıyaman																																																														
AKRA		عقره							Region			Kaza					Musul	Bağdad vilâyeti	106	Kaza					Musul	Irak																																																						
AKRKOF		عقرقوف							Region			Kaza					Bağdad	Bağdad maa Şehrizor eyâleti	107																																																													
AKSAKAL		آق صقال							Region	Republic of Turkey		Nahiye	1957				Bandırma	Balıkesir																																																														
AKŞAR		آقشار							City			Nahiye	1865			Suşehri	Karahisar-ı Şarkî	Sivas vilâyeti	166	Köy				Merkez	Suşehri	Sivas																																																						
AKŞAR		آقشار	Kosor						Region			Nahiye					Oltu	Erzurum		Nahiye	1946				Şenkaya	Erzurum																																																						
AKŞAR		آقشار	Hakif		Şiriz				Region			Nahiye	1878			Hizan	Bitlis	Bitlis vilâyeti	110	Nahiye	1935				Hizan	Bitlis																																																						
AKSARAY	355	آق سرای							Region			Sancak	1524-12-22T00:00:00Z					Karaman eyâleti	139	Kaza	1865				Niğde	Konya vilâyeti	Müstakil sancak						Aksaray sancağı	Vilâyet	1924				Aksaray	Kaza	1933				Niğde	Vilâyet	1989			Aksaray																														
AKSAZ		آقساز							City			Nahiye	16. yy.			Merkez	Alâiye	Anadolu eyâleti	101	Köy				Merkez	Manavgat	Antalya																																																						
AKSAZ		آقساز							Region			Nahiye	16. yy.			Anamur	İçil	Karaman eyâleti	139																																																													
AKŞEHİR	1014	آقشهر							Region			Sancak	1380-12-24T00:00:00Z					Anadolu eyâleti	101	Sancak	1402					Karaman eyâleti	Kaza	1864				Konya	Konya vilâyeti	Kaza	1924				Konya																																									
AKŞEHİRÂBÂD		آقشهر آباد							City			Nahiye		Suşehri ovası olmalıdır.		Merkez	Karahisar-ı Şarkî	Rum eyâleti	155																																																													
AKSEKİ		آقسکی	Nevahi-i Alâiye		Marulya				City			Nahiye	16. yy.			Merkez	Alâiye	Anadolu eyâleti	101	Kaza	~1846				Alâiye	Karaman	Kaza	1868				Teke	Konya vilâyeti	Kaza	1924				Antalya																																									
AKSU		آقصو	Anamas						Region			Nahiye				Eğirdir	Hamid	Anadolu eyâleti	101	Nahiye	1924				Eğirdir	Isparta	Kaza	~1990					Isparta																																															
AKSU		آقصو	Macun						City	Republic of Turkey		Nahiye					Merkez	Antalya																																																														
AKSU		آقصو							City		https://www.wikidata.org/wiki/Q421648	Şehir						Doğu Türkistan																																																														
AKTAŞ		آقطاش	Zobran						Region			Kaza	1841				Viranşehir	Kastamonu eyâleti	141	Nahiye	1924			Safranbolu	Kastamonu	Kastamonu vilâyeti	Nahiye		Merkezi olan Zobran dahil tüm köyleri Karabük Merkez bucağında. Aktaş nahiyesi lağvedilerek Bu bölgede “Karabük” kurulmuştur.			Safranbolu	Zonguldak																																															
AKTEPE		آق تپه							City			Nahiye merkezi				Sarısu	Patnos	Ağrı																																																														
AKTUZLA		آقطوزله							Region			Nahiye					Malazgirt	Muş																																																														
AKYAKA		آقيقا	Şuragel		Kızılçakçak				Region			Kaza					Kars	Erzurum eyâleti	125	Nahiye	1926				Arpaçay	Kars	Kaza	~1990					Kars																																															
AKYAZI		آقيازی							Region			Kaza					Hudavendigâr	Anadolu eyâleti	101	Nahiye	1878			Hendek	İzmit	Şehremâneti	Kaza	1944					Kocaeli	Kaza	1954				Sakarya																																									
AKYURT		آقيورد	Ravlı						Region	Republic of Turkey		Nahiye					Çubuk	Ankara		Kaza	~1990					Ankara																																																						
AKZİYARET		آق زيارت	Cülmen						City	Republic of Turkey		Nahiye					Merkez	Şanlıurfa																																																														
ALÂ		علا							City			Nahiye	1865			Merkez	Hama	Suriye vilâyeti	168																																																													
ALÂ		علا							Region			Nahiye	1875			El-Vech	Medine	Hicaz vilâyeti	132																																																													
ALACA		آلاجه	Hüseyin.b.d						City			Nahiye				Zile	Sivas-Tokat	Rum eyâleti	155	Kaza	1846				Bozok	Bozok eyâleti	Nahiye	1867			Merkez	Çorum	Ankara vilâyeti	Kaza	1919				Çorum																																									
ALACAHACI		آلاجه حاجی							City			Nahiye	1865			Koçkiri	Sivas	Sivas vilâyeti	166	Köy				Karacaören	İmranlı	Sivas																																																						
ALACAHAN		آلاجه خان							City			Nahiye	1865			Merkez	Sivas	Sivas vilâyeti	166	Nahiye	1924				Kangal	Sivas																																																						
ALACAHİSAR	1015	آلاجه حصار	Kruşevac						Region			Sancak	1457-12-23T00:00:00Z					Rumeli eyâleti	156	Sancak	1588					Bosna eyâleti	Sancak						Rumeli eyâleti	Sancak	1812				Sırp eyâleti	Sancak	1833				Osmanlı’dan çıkış																																			
ALACAKAYA		آلاجه قيا	Guleman									Köy				Merkez	Maden	Elâzığ		Kaza	1990					Elâzığ																																																						
ALACALI		آلاجه لی	Yeşilvadi						Region	Republic of Turkey		Nahiye	1926				Şile	İstanbul																																																														
ALAÇAM		آلاچام							Region			Nahiye	1868				Bafra	Trabzon vilâyeti	171	Kaza	1944					Samsun																																																						
ALAÇAM		آلاچام							Region			Nahiye				Bafra	Canik	Rum eyâleti	155																																																													
ALAÇAM maa HİSARCIK		آلاچام مع حصارجق							Region			Kaza	1846				Canik	Trabzon eyâleti	171																																																													
ALAÇATI		آلاچاطی							Region			Nahiye	1867			Çeşme	İzmir	Aydın vilâyeti	104	Nahiye	1924				Çeşme	İzmir																																																						
ALADAĞ		آلاطاغ							Region			Kaza	16. yy.				Lârende	Karaman eyâleti	139	Nahiye	1924			Karaman	Konya	Konya vilâyeti	Nahiye	1926				Hadım	Konya																																															
ALADAĞ		آلاطاغ							Region			Kaza		Karaisalı’nın Karsantı nahiyesinde kuruldu. Karsantı nahiyesinin devamı				Adana																																																														
Alagöz		آلاکوز	BAYAT						Region			Nahiye					İskilip	Çorum		Kaza	1958					Çorum																																																						
ALAHNAS		آلاحناس						Tirebolu bölgesinde idi.	Region			Nahiye	~1530			Kürtün	Trabzon	Rum eyâleti	155																																																													
Alâiye	1016	علاءيه	ALANYA						Region			Sancak	1470-12-23T00:00:00Z					Anadolu eyâleti	101	Sancak	1538					Kaptanpaşa eyâleti	Sancak	1571					Kıbrıs eyâleti	Sancak	1608				Adana eyâleti	Sancak	1846				Karaman eyâleti	Kaza	1868		Teke	Konya vilâyeti	Kaza	1924			Antalya																									
Alakilise		آلاکليسا	AKARSU						Region			Nahiye	1865			Refahiye	Erzincan	Erzurum vilâyeti	125	Nahiye	1924				Refahiye	Erzincan																																																						
ALAN VE SARAY-I MİRÂBÂD		آلان وسرای مير آباد							Region			Kaza	1855				Süleymaniye	Bağdad maa Şehrizor eyâleti	107																																																													
ALANYA		آلانيه	Alâiye						Region			Kaza	1868					Antalya																																																														
ALAPLI		آلاپلی	Yukarıdoğancılar						Region			Kaza	1841				Bolu	Kastamonu eyâleti	141	Nahiye					Ereğli	Zonguldak	Kaza	~1990					Zonguldak																																															
Alara		آلاره	ULUGÜNEY						City	Republic of Turkey		Nahiye	1924			Merkez	Alâiye	Anadolu eyâleti		Köy				Merkez	Alanya	Antalya																																																						
ALAŞEHİR		آلا شهر	Filadelfiya						Region			Kaza	~1530				Aydın	Anadolu eyâleti	101	Kaza	1867				Saruhan	Aydın vilâyeti	Kaza	1924					Manisa																																															
ALASONYA		آلا صونيه	Elasson						Region			Kaza	1889				Serfiçe	Manastır vilâyeti	148	Kaza	1913					Yunanistan																																																						
ALAVNE		آلاونه							Region			Nahiye					Nevâhi-i Erbaa	Trablusgarb		Nahiye						Libya																																																						
ALBARDO		آلباردو	Alberedo							Not		Kasaba				Virane	Venedik	İtalya																																																														
ALBAYRAK		آلبايراق	Şikefti		Derköy				Region			Nahiye	1888			Başkale	Hakkâri	Van vilâyeti	175	Nahiye	1924				Başkale	Van																																																						
ALEKSANDROPOL		آلکساندروپول							Region			Kaza					Erivan	Ermenistan																																																														
ALEKSİNAÇ		آلکسيناچ	Alexinatz						Region			Kaza				Niş	Sırbistan	Yugoslavya																																																														
ALELGARBİ		علی الغربی							City			Nahiye	1884			Merkez	Ammara	Basra vilâyeti	108																																																													
ALEŞŞARKÎ		علی الشرقی							City			Nahiye	1884			Merkez	Ammara	Basra vilâyeti	108																																																													
Alevî		علوی	HAKALA					Hakala nahiyesinin diğer adı olarak nahiye. Sonra lağvedilmiş, köyleri şimdi Suluova’ya bağlı. 1928’de Alevî k.yü var, şimdi yok.	City			Nahiye	1902			Merkez	Amasya	Sivas vilâyeti	166	Nahiye	1928				Merkez	Amasya																																																						
ALİAĞA		علی آغا							Region			Nahiye					Menemen	İzmir		Kaza						İzmir																																																						
ALİBEY		علی بک	Cunda						Region			Nahiye		Cunda, Ayvalık’ta kü.ük bir adadır. Nahiye lağvedildi.			Ayvalık	Balıkesir																																																														
ALICIK		آليجق							Region			Nahiye	1865			Merzifon	Amasya	Sivas vilâyeti	166	Nahiye	1924				Merzifon	Amasya																																																						
ALİKAN		آليکان							Region	Not		Kaza				Hanya	Girit	Yunanistan																																																														
ALİKİ		عليکی							Region			Nahiye		Sarıkaya ilçesi bölgesinde idi.		Bozok	Bozok	Zülkadriye eyâleti	183																																																													
ALİMANTAR		علی منطار							City			Nahiye merkezi				Elbeyli	Oğuzeli	Gaziantep																																																														
ALİNEK		آل اينک							City			Nahiye	1865			Erbaa	Tokat	Sivas vilâyeti	166	Köy				Karayaka	Erbaa	Tokat																																																						
